TweetId,Label,TweetText
294304304070811648,Politics,video 24 suga chief secretary english cabinet 2013amhttptcow8t8dy5l conference january press
298864592199753730,Sports,david two npowerchamp ferguson amp bfcofficialu2019s week podcast also manager darren flitcroft theposhdotcomu2019s
261953376303071232,Politics,solve big together republican good problem need come leadership seen democrat know
299814831714885632,Politics,struck syria air former damascus negotiator httptco7yfdecie chief next whats israeli force israel
304448136741548032,Politics,video suga chief secretary english cabinet february 21 conference 2013amhttptcoximylyuxpb press
302704108584972288,Sports,581 daily sale httptcok6ydyuho calling ticket 0844 3015 international aegon get
303741385025150976,Sports,quiz pls twitter activity lined active let ur rt cricketwallah hi exciting ayaz starsportsindia
304286462357155841,Sports,halftime nextgenseries 01 cfc chelseafc fcbarcelona
280545396147748864,Politics,year announcing former president message person international nelsonmandela 1999 older httptco4gnh8exv
306075937320099840,Politics,year though best watch wait djangounchained undoubtedly movie lifeofpi cant
300214177585324033,Politics,inaugurated organized congress mickeymehta amp colaba selfdefense student httptcorkm54kz6 workshop female
305287398558949376,Sports,30 williams goal cfcu18 robert finished wellworked run fulham enterprising host
304878116701077504,Politics,video httptcotl28zwtdii suga chief secretary 22 english cabinet february 2013pm conference press
299606852755410945,Politics,thing highlight overview february learnt httptcocplwb7vd plenary
304885960183799809,Sports,rallyagainstcancer aegonchampionships watch talking missed httptcocjy7ulm0lg roscohutchins bbcbreakfast 0838
251059284031442944,Politics,last like policy toward business canu2019t httptcofbf6msvr china another small afford year barackobamau2019s hurting
303531551881302016,Sports,thought peak hour delhi mumbai bad road traffic janakpuri okhla 212 pit hr
304670942976675840,Politics,apps4africa congrats unemployment challenge ffenebiz developing rt winner proworkapp solution youth tsonenshine slicebiz
302145145611104256,Sports,thats malik asad shafiq sorry
306406987292348416,Sports,discus youtube review highlight combine link rt year find giving youll httptco nfl charrisespn player
306359424744845312,Politics,start cet medical epenvironment watch ethic device diagnostic testing dna 1230pm httptcoytplkctvhz workshop
304323615803973633,Politics,lgbt angelahucles httptcomb4kiawf amp 09est14utc combating sport youth empowering qampa conx homophobia join feb21
302015693191254017,Politics,abroad marriage amp partnership eu offer love info registered fell eyc2013 httptcoqonht8n2 valentine youreurope
305967108087504896,Sports,team racing 2fiddyracer
305671720700870656,Politics,error political multiple amp people apathetic terrorism response terror bickering case
306284550433165313,Politics,gain together overcoming succeed divisionsampinequalities freedomampour past meaning right nm full
306711000986554368,Politics,important pilot roll dr learn rajan dbt process
270504854936489984,Politics,yanukovych viktor httptco7fplcgzc president conversation telephone ukraine
305715604843794433,Politics,thanks scvaid23 much
295527458399219714,Sports,murray one immediate got first easiest extremely thing slam close ever one winning
294379990496202752,Politics,approach pm competitive amp europe eu securing flexible open place wef back making within turning uku2019s
305912115804381185,Sports,bcci cowan httptcofvnl1ktpb1 1st 110 indvaus test singh 56 run
300918261007126528,Politics,india activity assented amendt president 3113 hm 2012 unlawful act prevention
304932041575784449,Politics,reached httptcohmllt2venk bangladesh weu2019ve bcim2013 photo border u2026
303170821017464832,Sports,stunner onehanded played seal australia httptcouodn9ygp stahelkar wwc2013 cup world 10
306229497206804480,Politics,httptcodykzsnubll imphal bcim2013
304587281489068032,Politics,cspan discussed httptcoiptz engagement yesterday rt statecso major amb icymi barton
286715991830978560,Politics,pollution handling eliminate air httptcosxuhonvc vpts getting dusty mechanized cargo process increasingly
305304176034983936,Sports,guy foot delectably immaculate well superb stroke choice think today moving sachin executed
301520821153828864,Politics,half energy home whitehouse iu2019m amp business goal issuing america obama rt also wasted new letu2019s cut
304538324436144128,Politics,sign amp pres america haroldholzer proclamation httptcoxm5yaobzqs learn lincoln end slavery emancipation conx led
248893806408249345,Politics,candidate 2008 canu2019 slogan president canu2019tu2019 obamas u2018yes new time u2018no
264505656202100736,Politics,dgjackson romneyroadteam sarahhaleytn ff alcivar rickgorka amhenneberg
306325985228361731,Politics,personnel especially budget set strengthen security woman passenger upanother company railway rpf
292990239415336960,Politics,take u vice joe comment po04su presidency walk po02su biden office po03su oath brief
278855960913649666,Politics,recorded modern five first population russia president history past time month natural growth
299516707700097024,Politics,number pm eu need budget much come dont nov high euco wont deal
288204098195570688,Politics,wife cathedral dmitry attended medvedev service christ saviour httptcoxokwewij moscow christmas
301303834238652416,Politics,bear raising salary head minister teacher prime personal responsibility region
294439941713297408,Politics,foreign dmitry attended medvedev davos investor wef httptcoxoccla0e working breakfast
305712658693378050,Sports,nelson king httptcovnq3jopls7 discussion look light zaltzcricket new stats rajeshstats
295097803351400448,Politics,httptcoilnogcqm republic 64th celebrates ddnewslive rt day nation
294491586572742656,Sports,hilarious make djokernole leconte australianopen watch call ailing treat httptco56yoywle atp court
306345853000499200,Politics,nitingokhale mandeepbajwa mdiirfankhan
305579828973821952,Sports,wicket clarke immediate mid 5324 brings kohli lyon 107 indvaus capturing result centurion
304380097782235136,Politics,may dance httptcogf9q84vhl1
305898900726894592,Sports,bcci ind httptcofvnl1ktpb1 sharma 1st 5559 kumar indvaus test 25 149 run
304637533202038784,Sports,cricket bluemosel local internationally mcc case applies league guess level individual law
305158133507055618,Sports,fresh gt uniform tonight new httptcopnyi1w3lud warrior
306011214759227392,Politics,like panorama video httptcoox9ficy9qv click 360xb0 ep360 ep check httptcoa3el8tqpj1 making
302175102269784064,Politics,house president firesidehangout live obama white happening join httptcoama91v5g
302751122408493056,Politics,business indiafrance speaks hollande httptcofz8pbzwf president photo conference standard gallry trade
266062679272198144,Politics,supporter mitt delivering speech boston po234tu concession romney
296644390636621824,Politics,httptcozlhek1dd hindustan author shortlisted indian time prize booker man
293124214356078592,Sports,got covered bigfinal missed dont saturday httptcoxttgg8qq bbl02 worry
304130216605937664,Politics,equality building u based madiba amp u201clet recognition give future practical un socialjusticeu201d past injustice
278858783818670080,Politics,political ensure need president government modernise access party medium equal system seek
306646774884470784,Sports,congrats acapulco spaniard win atp nicoalmagro 300th fire httptco9o7mjyoz87 match tuesday
301215039719878656,Politics,attends 1995 12 reunion february nelsonmandela conference island robben
297589691706904576,Politics,watch award 8th ddnewslive live rt httptcoqi4pewah mgnrega
303173314715742210,Sports,southernstars cmonaussies win outstanding mstarc56 nwwc13 rt cup girl world
305705899299835904,Sports,report city cfc today defeat manchester away httptcotlt7pyaod6
286377334381092864,Politics,direct cash work department wrt visakhapatnam arrived ap circle post reviewed transferaadhar specifically
296850471824547840,Politics,29 pm prime minister issei others request nishikawa governor officenhttptcot1e9xoii fukui jan received abe
32686048047800320,Sports,mate way cheer andyinbrum bar
303631987988639744,Sports,89vivienne
304153441641570304,Sports,football 24 made award 930am club 2013 flawards announced morning shortlist u2013 league
299183882585133056,Politics,one way people government medvedev need open improve disclosure data recognises information communication
280532180655042560,Politics,december video 17 2012amnhttptcomavtzhie chief secretary english cabinet fujimura conference press
306473843726368768,Sports,well httptcovtyllxrkz4 bbcsport across barca madrid uk tonight elclasico bbcfootball action
306188136793395200,Sports,still chennai save watch belief press mozzie21 httptcohj9tey1gok indvaus conference match australia
286038416469151744,Politics,yourselfas collective atmosphere well move goal work set everybody towards nm create
304359380172828673,Sports,officialshots httptcogzibzlq6nn departure rt dean announced club manager evening town aldershot statement holdsworth
295517094706049024,Sports,lap httptcooqvops2v ausopenfinal rla 3pete honour djokovic
300546371319103488,Sports,one british min love hold outstanding set 64 fight gbfedcup
298177041352757248,Sports,canada victory clinch tie atp tennis garcialopez milosraonic spain 64 63 62 daviscup
303531513390182400,Sports,facebook delpotrojuan video watch atp httptcotoxn1kn1 team store surprise spycamera
306126217743048704,Sports,one whufcofficial great time moore footballer legend remembering tonight bobby join httptcowwhxzggfvc
295518908943826946,Sports,kind tournament result play every word saidlove laver arenameant sensation rod showing djokovic
306471809375686657,Politics,approach jobsovercuts meatcleaver like sequester thing education us amp national gut critical obama security investment
305155235771457536,Sports,come first belatedly six swann need nzveng game zealand new straight mccullum
292126250582044672,Sports,straight 80 over bowl said tried poll 20 suggested ausvsl ever kulasekera im estimating channel9 bowling ten yes
24140978734,Sports,emirate first game bolton conceded nearly year v unbeaten hr time arsenal 10
296186267987738624,Politics,29 video chief secretary english cabinet 2013pmhttptcomgaojf0u conference sugajanuary press
305991271686733824,Sports,bcci 78 httptcofvnl1ktpb1 au 1st lyon 2089 indvaus 53 test henriques run 10
294379306140983296,Politics,pm together affected amp worst extremism agenda country terrorism tackling wef threat working right g8
306797416915546113,Sports,one plenty allenbcook camera captured
301244250429984768,Politics,one benedict global pope lesserknown proposal reform financial httptcoebd8unzw bold legacy
305821023952056320,Sports,burn ferguson mcdermott au finch sandhu butterworth voges 12th boyce rohrer ausavengl hazlewood side paine hastings
253932853237268480,Politics,httptcouevuvcgy 12 job time million track back itu2019s country create new couldnu2019t get barackobama
306755639936442370,Politics,approach httptcone3q4ts5kh italy video europarlen aircraft tougher start week emission election co2 smoking
305081788752084994,Politics,httptcoajxoxtnugl 2009 record first million hist released president thatfor announced september time
300551487929593857,Sports,break last still gb first lead set game bulgaria 42 since time gbfedcup opening
301465739968266242,Sports,finalising tdhessi prize
302415205630099457,Sports,gbdaviscup httptcoyrzvruw0 gb watch ticket april live find read guide get daviscup
306425302651899904,Politics,graduating st kitts nation barbuda httptcov7ig1hvlso caribbean antigua peacecorps nevis
304992136158408704,Sports,great samsungfootball enter bucharest fly steaua another game rt competition chelseafc http running
300545340401135616,Sports,one still separate break hold watson bulgaria 45 level gbfedcup match serving
300944691468328960,Politics,year income ministry due payer tax urge true current tax finance disclose pay
300152282891304960,Sports,gbfedcup 50 another break hungary get
305931970154729472,Sports,bcci cowan httptcofvnl1ktpb1 au 1st 15 18 indvaus warner test 361 run
301901603877830656,Sports,mazdaaus here video mazda6 zoomzoom ausgrandprix finally rt http mazda6celebchallenge allnew tested
298914201911566336,Sports,jpt orient tonight jptrophy fan amp game onewordreview southend crewe let contribution coventry
305950407887310850,Politics,true ratnadv
22827095033913344,Sports,mijbender mate beat pun come factual humour based cant
301530264377634816,Politics,beside u sotu different hold share obama person proud citizen may view title american
306506516754726912,Sports,half listen underway 20 2nd leicester rt httptcozlns4lgbua blackburn bbc5lsx lead get action
268667343276756992,Politics,approved pension president think come reform 2014 proposed january law effect
302375393808220160,Politics,mela conduct ministry iampb httptcot9zoxo1e detail tasveer bharat badalte kiu201d kumbh u201cjamunia u2013
305925910161408000,Sports,wicket 102 needing win 5184 johnhastings194 lbw 18 vince 74 ausavengl trap important lion
298332792385847296,Politics,trust kandla inaugurated nehru lost 1947 httptcoxe7v0gg5 1955 port kpt pandit karachi
303899119162888192,Politics,focus safe chinese hacker stop defense adschina diplomacy staying httptcov8mmzdjy cyberspace
304615059001331712,Sports,hashimamlafan mcc made decision
303953673799729152,Politics,u2014rachel rest student theydeserveavote scar carry httptcoyw9bzm6i know life
305376387215278080,Politics,understanding aalav2010 thank
303799519789862912,Sports,fa kingston tomorrow champion thursday trophy cfc httptcoljbitvp5 store league cup
51302786293448704,Sports,one three semi klusener needing win bundled sa donald ball 1999 run
306089223918850048,Sports,plus httptcoka1ep1ok9h 2526 delivery 40 free february shop day nutrition maximuscle official
299120394588286978,Sports,55 staff ago air amp munich journalist today died playersu2026 remembering year crew passenger club disaster
302806767916695552,Sports,final 1amp3 swan mikheeva axon sf result play romania cze double lost gb 4amp5 axonkatie cup winter georgie 12 1amp2 tomo u14
249902960988016640,Politics,party america httptco5cys7nwo lead cannot barackobama
301902918670483456,Sports,though cute idea bensweeneyf1
292562506919075840,Politics,mbeya joe 1962 fly matthew tanganyika 19 nelsonmandela tanzania january
300944931323793409,Politics,pranab bhavan conference pmoindia manmohan president rashtrapati rt minister dr http singh prime governor mukherjee
277755508444782593,Politics,sapresident madiba pretoria today httptcogt7qggoi zuma visited hospital
304145286324957185,Sports,cricket england series odi eight 2nd defeated zealand tied 11 wicket new
305932149159243776,Politics,apply brownbrumby 66 second land law
265934989449904128,Politics,last four family itu2019s vote friend httptcouyh0qcds year page turn time get go
306144335664119808,Politics,challenged internet often usosce range stake human freedom rt freedom fundamental right httptcokigemer
302459304944996352,Sports,basketball jordan amp play back give would gt game via wrightthompson httptcoaoyunbyk everything michael go
292593585738641408,Politics,address weekly httptcoipawszaj violence take gun time action
294097343320580098,Politics,expert possible presented created russia wholly realistic medvedev scenario davos forum development
24763402412,Sports,ff
261166473832169472,Politics,together promise america restore httptcoxwsktdde
305678065151930368,Sports,take cleared played zabaleta cfc min resulting mata freekick 25 fouled hazard
305280511910236161,Sports,home tap cannon box tankovic bar goal rebound effort back cfcu18 outside fulham 10
306001257728991232,Sports,yep adityamea handy
24469897205,Sports,big tomorrow feel championsleague night premierleague gun tonight
305714318073270272,Sports,half attack city make amp cfc 2nd pushing pay benitez counter dangerous mistake man
306677256581963776,Sports,u httptcou0cwqgzjb7 sportsday bbcsportsday breaking live get sport join news involved
306320579873624064,Politics,10am citizenship start epconstit cet learn httptco3wkslxxnll conference right electoral
305769073030078464,Politics,httptcogeakdpow9z fabooks africa title rt looking check read new
262346129100906496,Politics,iowa honored track need back america endorsement dmregisteru2019s help get
32685963452878848,Sports,sydney probs last ausveng odi would prior debacle followtheashes u201candyinbrum strauss run runneru201d ah yes
282382234311348224,Politics,stonepelting arson violence fan much protest believe rt mean cause pragmaticd
304130556134817793,Politics,address delhi keynote dialogue httptcol3gtampj eam
306758507548520449,Politics,start wildlife cet httptcozwkj2gaysn epenvironment 3pm trafficking live crime tackleillegal workshop
293358953075720193,Politics,mall weve got national covered inaugural lineup today live event entire httptcojblv8g4w signal ball
306260253312442369,Sports,cricket india 50 first australia defeat require test run
295829422999732224,Politics,interview german httptcobrk6lzyk handelsblatt dmitry httptco7jyzddrf newspaper medvedevs
304489491362631680,Politics,lgbt protection progress people statedrl much includes httptcozo5fsrvxcc stateio right humanrights
292239062243364864,Politics,jaipur shivir related india raising amp internet along ajaymaken chintan urban aicc issue importance
304249804890988547,Sports,cordially oladipo gt invite block victor httptcoiyahp7qx party
300075111678091264,Sports,cantwaitforausgp ausgrandprix chelscanlan httptcoym1z63ye rt ausgp f1 boom
265841259346804736,Politics,council physical httptcokvghdozn sport chaired culture putin meeting vladimir development
291288976252338176,Sports,bigfinals watch highlight heatbbl renegadesbbl httptconxgubffi bbl02 match
306772753187487746,Sports,nafees sri lanka test httptcoxhrngww9ei cut miss
304937372699738113,Sports,adamoneillio excuse congratulation
306811134286110720,Politics,beautiful driving route crossed ka myanmar lay photo en httptcosfb7gkb7qe landscape village
301000407067537408,Sports,take homeaway draw gb play arg playoff kaz fedcup place 4th find ii also seeded pol wed wg
303110571887312896,Sports,great savpak fan ct13 june uk today httptcos8ux5qlv playing test edgbaston see 10
300558109129179136,Sports,httptconip playoff happy single laurarobson5 april rt heather
297269164400324608,Politics,clicking facebook youre please follow httpstcokaqbc2h4
302531522022481920,Politics,living ensure httptcof9zrjtak need president plan work decent obamas everything lead hard know
296662325543460866,Politics,pm algeria met pminafrica algiers httptcollzd2kfx arrived sellal photo
306078772929642496,Politics,oceanuslive seychelles antipiracy centre alistair open rt saveourseafarer imohq honour business burt
300251616941047809,Sports,favourite gbfedcup httptcou3bhtd9t video laurarobson5 reveals fedcup whats teammate annekeothavong
282740540884279297,Politics,power baksan hydroelectric httptcopozifjav launch plant
304926280502091776,Politics,report mehra submitted usha today govt commission justice
303802481211744256,Politics,winsloses meps video shrink number 754 election httptcoz8bnmvow ep2014 751
296209216820097024,Politics,pacific panama miraflores canal side lock httptcoobf9nj87
303417576862646272,Sports,httptcopz9twwiz like father son chanderpaul guard much tagenarine shivnarine mark
301901513234710529,Sports,winningformula nice
306472492443267072,Sports,interview bringing httptcovtyllxrkz4 underway text amp live happen goal news bbcfootball
266003435139260416,Politics,n connie mack ch shortly speak rep expected
304552634684170240,Politics,pm interview candidate picture sushma uddhav modi thackeray balasaheb backed name
304637328654209024,Sports,cricket england amp course started look wale stowfordpress want season forward get
301409147486867456,Politics,hour house amp speech president word finished obama team white state writing union run
305920603439906816,Politics,vinayachar brilliant wasnt yes
276935807544197120,Politics,west pinch welcome week yourguide 120712 wing everything httptcod7gumktj
301738302103511040,Politics,insurgency turn quite httptcom8gvt5ow actually history war maxboot regular irregular
305540890569617408,Sports,take great big stump gate onto bowl lyon ripper 4196 indvaus tendulkar pressure 81 edge spin
304595361593454592,Sports,spent hyperdix time well
286265197876895745,Politics,child community education prepare leader role weapon future nelsonmandela important
304516223268425728,Politics,click sing along mother song day language httptco0vpli5mkbp know
301359666821230593,Politics,kimberlymabbott interview protection civilian gideon rose rt excellent conflict foreignaffairs sarahatcivic
306625483846594561,Sports,abuse child midday sachinkalbag confront rt ranjona httptcoukcszllni8 time column sex
304846131874127873,Politics,participating india leader china bangladesh team myanmar bcim2013 httptcoz3qssx5x78 country
306475990668959744,Sports,camp tweet u 81111 football league nou text uk come via going top bbcfootball
292598483452583937,Sports,bigfinals coulternile might lynn 374 parttimer attack 11 bbl02 go
303365244233842688,Sports,125 here sapopentennis thanks atp tribute memorable year httptcolsp7kehx
125182199732506624,Sports,begin absence regularly tweeting long evening sorry
306713530621624320,Politics,turnaround place believe dr rajan condition economy
306502569008721920,Sports,spl 00 ross httptcolismcrhitl county ht aberdeen
283861410373570560,Politics,1986 allowed december sisulu 26 prison pollsmoor mhlaba day kathrada nelsonmandela mlangeni spend
304275668655562752,Politics,seckerry number economic statedept rt resolve tell must issue hard leadership country
304273770317766656,Politics,seckerry humanrightsgov people statedept better build democratic future brave helping
286889710595485697,Politics,year number congress 113th brings old httptcol4ihhl7r new u2026
305552342030360576,Sports,decode first figure number httptcoldafgoz97p zaltzman andy rajesh episode 111 go stats maestro
295522466636386304,Sports,3peat blown fan number garden watching square djokovic ausopen tonight away httptcociyicxe5 serbian
300076337291476992,Sports,rafaelnadal vtropen watch highlight atp friday httptconiwdz47w
305130940567527424,Sports,youve glad managed dsadan83 find
273803154263519232,Politics,turkey httptcojszm1iyd putin working go visit vladimir dec
36272927968067584,Sports,big mate way thanks reply swallow fan either sure write cyclingtips 99 ok
301467706773884928,Sports,no1 later 668 week amp career player champion tennis title 169 announces wheelchair esther vergeer retirement world
306833861571133440,Sports,smith camp qb draw httptcox1c6f0ci5h play gt rt coach gruden filming geno espnmondaynight
306441079706763264,Politics,pm fist video pmoindia backstage air 2013 iron indian rt exercise force httptcoixnqfsx1c5
285838744374870017,Politics,year new happy httptcoanjmzzj5
303197355669344256,Sports,mickeyarthur congratulation southernstarsgreat performance rt proud result
304331122286940160,Politics,jones u like introduce beautiful fan football jermaine game sportsdiplomacy httptcoe39aihnf player
299738633454379008,Politics,india craftsman participate afghan surajkund display httptcozkeaqa5v talent craft international fair
26533048266788864,Sports,good bing odi aussie reminds back lee ash side see
306325014871961600,Politics,rolled outwill 2000 eticketing 7200 budget gen next tktsmin railway system handle
306152123102531587,Sports,tix big buy amp technology today httptcoyqpcfmmzfz race head meet team learn fedsquare f1 world
291517171895521282,Sports,cricket bigfinals marsh inning 40 mr 21 middle 68 bbl02 needed 38
303971354322014210,Politics,congress reducing violence community think share kid theydeserveavote protect gun use time
305947301543809024,Sports,34 bcci clarke 12 793 httptcofvnl1ktpb1 au 1st indvaus test warner 13 run
302940872520134657,Sports,england odi bat 1st rusty comms nzveng order nz put top httptcotrxnhhkl england
303852082383974400,Politics,hour fight global watch httptco9fteyjam hunger live loss combating postharvest webcast join keepwhatureap
268802732767465472,Politics,great po91we extraordinary general career pres petraeus served obama country item distinction
306048510493601793,Politics,tomorrow reception calling stadium start dinner grand day soon bcim2013 silchar heading early
295566866284417024,Sports,year ya holtermedia next petey see
305376938174849024,Politics,aware day mumbai hi sorry blast firaism
265919599407661057,Politics,last like ensure four canu2019t vote today future afford httptcouyh0qcds year past better
292611930156326913,Sports,year young big bbl02 bigfinals lynn heatbbl awarded bash gun chris kfc t20
305119476968480768,Sports,boundary begin aplenty given dimension zealand inning today nzveng eden ground expect park new
305211556663283712,Sports,blog httptcozjpunqxiex cuttsy31 live aaronfinch5 follow johnhastings194 boy
305919541161107456,Sports,300 bcci cowan httptcofvnl1ktpb1 au 1st 15 watson indvaus test 13 run
304734341039288320,Sports,tonight rafael cfc game reflects benitez httptcovmjlyoy3v0
302369771981262848,Sports,looked ago article month httptco0bzslhs5 year guardiansport manager curse
302109445922635776,Politics,cut foreign job energy cost reliance clean production plan fact would oil obamas jobsnow create doubling slash
296587285082824705,Politics,minister start watch httptconea5qcbo pmqs live minute question prime
303408265537126400,Sports,followon chennai tour 235 game httptcojkcosbdr forced spun australia
305934380231192576,Sports,bcci cowan httptcofvnl1ktpb1 au 1st 18 indvaus 21 warner test 391 run
304979538927046656,Politics,one congress violence save httptcoykzsvhhov5 even gun worth life tell httptco4jqsrrnncc wedemandavote
305033739002580992,Sports,year mitresports socceram make tomorrow goal revealing sure flawards tune theyll contender top 10
300547684236918784,Sports,gbfedcup decider start breaking watson perfect get 10
306713008615325696,Politics,take much dr finance rajan important cad
305958136165040129,Politics,young meps start cet watch people role take httptcokkpuz6qpwn pestrasbourg euroscola 10am
303875827781754882,Sports,httptcohqdymgg9 still inform 5th ticket 7th april rt available 6th davis ricoharena visit cup
294380487537991681,Politics,indiaadda interact maker contest decision venture davos rt winner leading indiafrica helloindiafrica business
303635836191272960,Politics,community youve congress apart violence nowisthetime httptcoqq5kr6wg share show gun story act seen rip
305584389688016897,Politics,pm hyderabad pmoindia city solidarity people peace rt httpt stand calm maintain
306473156003127296,Politics,jobsovercuts theyu2019re selfinflicted doesnt cut wrong smart fair wound happen
290034471191855104,Politics,mplads r bazaar poojan bhoomi metal amp cctvs cp spent 10l installation stainless steel mumbai httptcoq4nohtg4 tank
293163602091835392,Sports,andreas u201ci feel atp tennis much reveals ranking myselfu201d seppi comfortable read httptcorurxtpoh deuce
304629847576162304,Sports,sagarrk50 jeedimetla call hrudayalaya abve suraram need shashitharoor narayana 96765 rt farida blood u200ehyderabadblasts
306602646633062401,Sports,long looking good formula914one
250279142090739712,Politics,slogan need httptcoifnlvcqb dont leadership
